Gene stable ID	Transcript stable ID	MGI symbol	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)
ENSMUSG00000097287	ENSMUST00000180460	D130017N08Rik	5	143758354	143768575
ENSMUSG00000097287	ENSMUST00000180460	D130017N08Rik	5	143764104	143767131
ENSMUSG00000097287	ENSMUST00000196629	D130017N08Rik	5	143758354	143768575
ENSMUSG00000097287	ENSMUST00000196629	D130017N08Rik	5	143764104	143767131
ENSMUSG00000086741	ENSMUST00000141930	Gm15816	8	23138794	23149585
ENSMUSG00000089997	ENSMUST00000162547	1810020O05Rik	6	87675593	87690847
ENSMUSG00000089815	ENSMUST00000163056	Gm5083	13	44121167	44125179
ENSMUSG00000089815	ENSMUST00000159595	Gm5083	13	44121167	44125179
ENSMUSG00000092368	ENSMUST00000173900	A930015D03Rik	17	35994453	36038435
ENSMUSG00000086283	ENSMUST00000154798	2810433D01Rik	11	102619796	102624416
ENSMUSG00000086283	ENSMUST00000147541	2810433D01Rik	11	102619796	102624416
ENSMUSG00000100876	ENSMUST00000189942	2810454H06Rik	6	134897961	134901108
ENSMUSG00000085776	ENSMUST00000147260	5430402O13Rik	6	50566643	50594865
ENSMUSG00000085776	ENSMUST00000126537	5430402O13Rik	6	50566643	50594865
ENSMUSG00000100717	ENSMUST00000190881	1700120G07Rik	7	135191764	135196002
ENSMUSG00000100717	ENSMUST00000187267	1700120G07Rik	7	135191764	135196002
ENSMUSG00000097820	ENSMUST00000181325	E530011L22Rik	9	121754662	121759943
ENSMUSG00000097820	ENSMUST00000216791	E530011L22Rik	9	121754662	121759943
ENSMUSG00000072591	ENSMUST00000140028	5930412G12Rik	5	128579106	128600693
ENSMUSG00000072591	ENSMUST00000154305	5930412G12Rik	5	128579106	128600693
ENSMUSG00000072591	ENSMUST00000137295	5930412G12Rik	5	128579106	128600693
ENSMUSG00000072591	ENSMUST00000134673	5930412G12Rik	5	128579106	128600693
ENSMUSG00000072591	ENSMUST00000126472	5930412G12Rik	5	128579106	128600693
ENSMUSG00000072591	ENSMUST00000091324	5930412G12Rik	5	128579106	128600693
ENSMUSG00000100572	ENSMUST00000187090	2410021H03Rik	17	69275362	69277208
ENSMUSG00000087334	ENSMUST00000149839	AW495222	13	93706182	93719175
ENSMUSG00000087334	ENSMUST00000148316	AW495222	13	93706182	93719175
ENSMUSG00000108228	ENSMUST00000204412	6430584L05Rik	6	55396887	55412285
ENSMUSG00000108228	ENSMUST00000209841	6430584L05Rik	6	55396887	55412285
ENSMUSG00000062391	ENSMUST00000148405	4932435O22Rik	11	114413401	114448860
ENSMUSG00000062391	ENSMUST00000141088	4932435O22Rik	11	114413401	114448860
ENSMUSG00000073377	ENSMUST00000097295	AU016765	17	64514081	64555660
ENSMUSG00000073377	ENSMUST00000168920	AU016765	17	64514081	64555660
ENSMUSG00000073377	ENSMUST00000169472	AU016765	17	64514081	64555660
ENSMUSG00000073377	ENSMUST00000168379	AU016765	17	64514081	64555660
ENSMUSG00000044522	ENSMUST00000196621	A730020M07Rik	3	121634936	121643485
ENSMUSG00000044522	ENSMUST00000050571	A730020M07Rik	3	121634936	121643485
ENSMUSG00000044522	ENSMUST00000198402	A730020M07Rik	3	121634936	121643485
ENSMUSG00000110235	ENSMUST00000210827	Gm5086	13	97559971	97583996
ENSMUSG00000110235	ENSMUST00000210022	Gm5086	13	97559971	97583996
ENSMUSG00000110235	ENSMUST00000210897	Gm5086	13	97559971	97583996
ENSMUSG00000109890	ENSMUST00000209897	AU023762	9	113496746	113611783
ENSMUSG00000109890	ENSMUST00000210875	AU023762	9	113496746	113611783
ENSMUSG00000109890	ENSMUST00000209241	AU023762	9	113496746	113611783
ENSMUSG00000109890	ENSMUST00000220102	AU023762	9	113496746	113611783
ENSMUSG00000109890	ENSMUST00000209716	AU023762	9	113496746	113611783
ENSMUSG00000074235	ENSMUST00000143324	Gm10649	8	76605226	76900621
ENSMUSG00000074235	ENSMUST00000136538	Gm10649	8	76605226	76900621
ENSMUSG00000074235	ENSMUST00000148066	Gm10649	8	76605226	76900621
ENSMUSG00000078190	ENSMUST00000139662	Dnm3os	1	162217623	162225550
ENSMUSG00000078190	ENSMUST00000185878	Dnm3os	1	162217623	162225550
ENSMUSG00000078190	ENSMUST00000178978	Dnm3os	1	162217623	162225550
ENSMUSG00000106951	ENSMUST00000145042	5930430L01Rik	5	148990056	148995223
ENSMUSG00000106951	ENSMUST00000152575	5930430L01Rik	5	148990056	148995223
ENSMUSG00000101655	ENSMUST00000188135	2310040G24Rik	6	86483376	86488227
ENSMUSG00000101655	ENSMUST00000189386	2310040G24Rik	6	86483376	86488227
ENSMUSG00000107667	ENSMUST00000205217	C530044C16Rik	6	50776115	50815033
ENSMUSG00000107667	ENSMUST00000204275	C530044C16Rik	6	50776115	50815033
ENSMUSG00000102408	ENSMUST00000193317	4930568G15Rik	1	165064024	165091928
ENSMUSG00000102408	ENSMUST00000195635	4930568G15Rik	1	165064024	165091928
ENSMUSG00000089730	ENSMUST00000160380	1700007P06Rik	1	187125138	187127852
ENSMUSG00000086365	ENSMUST00000140589	4930593C16Rik	9	120924452	120930804
ENSMUSG00000086365	ENSMUST00000214011	4930593C16Rik	9	120924452	120930804
ENSMUSG00000087475	ENSMUST00000163996	4933406I18Rik	7	114315479	114415161
ENSMUSG00000087475	ENSMUST00000124673	4933406I18Rik	7	114315479	114415161
ENSMUSG00000087341	ENSMUST00000137478	0610040F04Rik	6	108577039	108660934
ENSMUSG00000087341	ENSMUST00000204759	0610040F04Rik	6	108577039	108660934
ENSMUSG00000074466	ENSMUST00000145400	Gm15417	3	89391850	89398779
ENSMUSG00000074466	ENSMUST00000152143	Gm15417	3	89391850	89398779
ENSMUSG00000074466	ENSMUST00000126926	Gm15417	3	89391850	89398779
ENSMUSG00000074466	ENSMUST00000153969	Gm15417	3	89391850	89398779
ENSMUSG00000089633	ENSMUST00000160763	A230009B12Rik	17	10456216	10493055
ENSMUSG00000089633	ENSMUST00000159422	A230009B12Rik	17	10456216	10493055
ENSMUSG00000089633	ENSMUST00000159602	A230009B12Rik	17	10456216	10493055
ENSMUSG00000089633	ENSMUST00000160738	A230009B12Rik	17	10456216	10493055
ENSMUSG00000086822	ENSMUST00000143453	5330413P13Rik	2	131820006	131847683
ENSMUSG00000086822	ENSMUST00000210606	5330413P13Rik	2	131820006	131847683
ENSMUSG00000086822	ENSMUST00000210961	5330413P13Rik	2	131820006	131847683
ENSMUSG00000086822	ENSMUST00000150466	5330413P13Rik	2	131820006	131847683
ENSMUSG00000086822	ENSMUST00000140443	5330413P13Rik	2	131820006	131847683
ENSMUSG00000049160	ENSMUST00000135643	4930469G21Rik	1	161154558	161159314
ENSMUSG00000049160	ENSMUST00000178511	4930469G21Rik	1	161154558	161159314
ENSMUSG00000085316	ENSMUST00000126467	D330050G23Rik	2	116900152	116912791
ENSMUSG00000085316	ENSMUST00000128305	D330050G23Rik	2	116900152	116912791
ENSMUSG00000085316	ENSMUST00000155323	D330050G23Rik	2	116900152	116912791
ENSMUSG00000099881	ENSMUST00000186531	2810013P06Rik	8	123042466	123044602
ENSMUSG00000097354	ENSMUST00000181238	2310001H17Rik	6	129208412	129238725
ENSMUSG00000097354	ENSMUST00000181517	2310001H17Rik	6	129208412	129238725
ENSMUSG00000097354	ENSMUST00000205051	2310001H17Rik	6	129208412	129238725
ENSMUSG00000097354	ENSMUST00000203780	2310001H17Rik	6	129208412	129238725
ENSMUSG00000097354	ENSMUST00000180379	2310001H17Rik	6	129208412	129238725
ENSMUSG00000097354	ENSMUST00000204328	2310001H17Rik	6	129208412	129238725
ENSMUSG00000093587	ENSMUST00000177421	Gm20554	13	72626174	72627013
ENSMUSG00000073154	ENSMUST00000101535	9330158H04Rik	6	36209620	36390191
ENSMUSG00000073154	ENSMUST00000161820	9330158H04Rik	6	36209620	36390191
ENSMUSG00000073154	ENSMUST00000161161	9330158H04Rik	6	36209620	36390191
ENSMUSG00000073154	ENSMUST00000161255	9330158H04Rik	6	36209620	36390191
ENSMUSG00000073154	ENSMUST00000160156	9330158H04Rik	6	36209620	36390191
ENSMUSG00000073154	ENSMUST00000159032	9330158H04Rik	6	36209620	36390191
ENSMUSG00000073154	ENSMUST00000160187	9330158H04Rik	6	36209620	36390191
ENSMUSG00000073154	ENSMUST00000159965	9330158H04Rik	6	36209620	36390191
ENSMUSG00000073154	ENSMUST00000163834	9330158H04Rik	6	36209620	36390191
ENSMUSG00000073728	ENSMUST00000153023	Tmem51os1	4	142083972	142088099
ENSMUSG00000073728	ENSMUST00000141769	Tmem51os1	4	142083972	142088099
ENSMUSG00000073728	ENSMUST00000150202	Tmem51os1	4	142083972	142088099
ENSMUSG00000073728	ENSMUST00000139653	Tmem51os1	4	142083972	142088099
